sample_index,timestamp_s,ecg_clean_mv,analog_v,adc_code,label,source
73,0.292,1.4529171025143474e-81,1.5144025287052811,12115,bradycardia,synthetic_ads1115
74,0.296,5.350552557716134e-81,1.5076944616170989,12061,bradycardia,synthetic_ads1115
75,0.3,1.9616712863544e-80,1.514492119355615,12116,bradycardia,synthetic_ads1115
76,0.304,7.160175022832848e-80,1.5198782635784862,12159,bradycardia,synthetic_ads1115
77,0.308,2.6019014533432177e-79,1.5275026873787092,12220,bradycardia,synthetic_ads1115
78,0.312,9.412995506925668e-79,1.5167919014066151,12134,bradycardia,synthetic_ads1115
79,0.316,3.3902729253087418e-78,1.5153783206306064,12123,bradycardia,synthetic_ads1115
80,0.32,1.2156576116166309e-77,1.5197096814059834,12157,bradycardia,synthetic_ads1115
81,0.324,4.33967981680277e-77,1.5218759110393576,12175,bradycardia,synthetic_ads1115
82,0.328,1.5423179219904275e-76,1.5235416954430132,12188,bradycardia,synthetic_ads1115
83,0.332,5.457075022516652e-76,1.5150655464785945,12120,bradycardia,synthetic_ads1115
84,0.336,1.9222760096649027e-75,1.5165315125889967,12132,bradycardia,synthetic_ads1115
85,0.34,6.741264535461789e-75,1.5184600503364245,12147,bradycardia,synthetic_ads1115
86,0.344,2.353622438720763e-74,1.521060201709052,12168,bradycardia,synthetic_ads1115
87,0.348,8.180917710738672e-74,1.5175675977091672,12140,bradycardia,synthetic_ads1115
88,0.352,2.8309816541115e-73,1.5215045866830428,12172,bradycardia,synthetic_ads1115
89,0.356,9.753082278274161e-73,1.5167969895788391,12134,bradycardia,synthetic_ads1115
90,0.36,3.3451571368740964e-72,1.5253088764165443,12202,bradycardia,synthetic_ads1115
91,0.364,1.1422494587793045e-71,1.5170095622298057,12136,bradycardia,synthetic_ads1115
92,0.368,3.883069832351649e-71,1.5216723021012557,12173,bradycardia,synthetic_ads1115
93,0.372,1.3141932829586511e-70,1.517241147102909,12138,bradycardia,synthetic_ads1115
94,0.376,4.428055827148728e-70,1.5162029887093327,12129,bradycardia,synthetic_ads1115
95,0.38,1.4853771354341122e-69,1.5206523258855058,12165,bradycardia,synthetic_ads1115
96,0.384,4.960554022377267e-69,1.5233772829586452,12187,bradycardia,synthetic_ads1115
97,0.388,1.649276363953452e-68,1.519562509022786,12156,bradycardia,synthetic_ads1115
98,0.392,5.459168369164804e-68,1.5156096800482248,12125,bradycardia,synthetic_ads1115
99,0.396,1.7989924672657692e-67,1.5180680266114857,12144,bradycardia,synthetic_ads1115
100,0.4,5.9020380253795156e-67,1.5157517022544953,12126,bradycardia,synthetic_ads1115
101,0.404,1.9277222668952326e-66,1.5252434443415845,12202,bradycardia,synthetic_ads1115
102,0.408,6.268400359368494e-66,1.5282550675338586,12226,bradycardia,synthetic_ads1115
103,0.412,2.029265127151538e-65,1.5242106711998085,12193,bradycardia,synthetic_ads1115
104,0.416,6.540194433505503e-65,1.5231170448919331,12185,bradycardia,synthetic_ads1115
105,0.42,2.098516216069684e-64,1.5294997601292504,12236,bradycardia,synthetic_ads1115
106,0.424,6.703533772368777e-64,1.5299778019818666,12239,bradycardia,synthetic_ads1115
107,0.428,2.1318913926588188e-63,1.5264659782903591,12211,bradycardia,synthetic_ads1115
108,0.432,6.749881569257375e-63,1.5250315529161687,12200,bradycardia,synthetic_ads1115
109,0.436,2.127634539887172e-62,1.5178428859656896,12142,bradycardia,synthetic_ads1115
110,0.44,6.676789945886384e-62,1.5218320610971887,12174,bradycardia,synthetic_ads1115
111,0.444,2.085970667038618e-61,1.524072479964307,12192,bradycardia,synthetic_ads1115
112,0.448,6.488114164017418e-61,1.5281019856720415,12224,bradycardia,synthetic_ads1115
113,0.452,2.0090862035159306e-60,1.5170651483536728,12136,bradycardia,synthetic_ads1115
114,0.456,6.193675698841398e-60,1.5208300505443493,12166,bradycardia,synthetic_ads1115
115,0.46,1.9009388861535595e-59,1.524437754719482,12195,bradycardia,synthetic_ads1115
116,0.464,5.808415156785535e-59,1.5266284659586038,12213,bradycardia,synthetic_ads1115
117,0.468,1.7669202478272626e-58,1.5339405128965848,12271,bradycardia,synthetic_ads1115
118,0.472,5.3511367212999266e-58,1.5255521218637949,12204,bradycardia,synthetic_ads1115
119,0.476,1.6134107616806756e-57,1.522759281296133,12182,bradycardia,synthetic_ads1115
120,0.48,4.8429909091677166e-57,1.5241133891273122,12193,bradycardia,synthetic_ads1115
121,0.484,1.447278666719893e-56,1.5297274730704065,12237,bradycardia,synthetic_ads1115
122,0.488,4.305865595876839e-56,1.52877957035392,12230,bradycardia,synthetic_ads1115
123,0.492,1.2753770004533153e-55,1.5257693710993812,12206,bradycardia,synthetic_ads1115
124,0.496,3.760854177173046e-55,1.5222856154893365,12178,bradycardia,synthetic_ads1115
125,0.5,1.1040893237667357e-54,1.524170812036401,12193,bradycardia,synthetic_ads1115
126,0.504,3.226946227914487e-54,1.530911632529711,12247,bradycardia,synthetic_ads1115
127,0.508,9.389642323347543e-54,1.526080035040573,12208,bradycardia,synthetic_ads1115
128,0.512,2.720045519669224e-53,1.5177085836773905,12141,bradycardia,synthetic_ads1115
129,0.516,7.844641427216843e-53,1.5180212644655025,12144,bradycardia,synthetic_ads1115
130,0.52,2.2523704684249394e-52,1.5274240461619646,12219,bradycardia,synthetic_ads1115
131,0.524,6.4383762735525245e-52,1.531059084339137,12248,bradycardia,synthetic_ads1115
132,0.528,1.8322413762869422e-51,1.533275181773127,12266,bradycardia,synthetic_ads1115
133,0.532,5.1910931335569547e-51,1.5174067142411696,12139,bradycardia,synthetic_ads1115
134,0.536,1.46421468192157e-50,1.5225112785287487,12180,bradycardia,synthetic_ads1115
135,0.54,4.1116912548808843e-50,1.528891299082363,12231,bradycardia,synthetic_ads1115
136,0.544,1.1494922233180428e-49,1.5401839348468223,12321,bradycardia,synthetic_ads1115
137,0.548,3.1993472575877777e-49,1.5328865649652397,12263,bradycardia,synthetic_ads1115
138,0.552,8.865158951709512e-49,1.5247974789095597,12198,bradycardia,synthetic_ads1115
139,0.556,2.4455777529987318e-48,1.5199265856147166,12159,bradycardia,synthetic_ads1115
140,0.56,6.716549588258478e-48,1.5254327139808175,12203,bradycardia,synthetic_ads1115
141,0.564,1.836457060496167e-47,1.5344662037541634,12275,bradycardia,synthetic_ads1115
142,0.568,4.999022981749353e-47,1.5278877626955314,12223,bradycardia,synthetic_ads1115
143,0.572,1.3547504086406874e-46,1.5265422867908298,12212,bradycardia,synthetic_ads1115
144,0.576,3.655133555616373e-46,1.5197782676205163,12158,bradycardia,synthetic_ads1115
145,0.58,9.817864011206196e-46,1.5291061143401268,12232,bradycardia,synthetic_ads1115
146,0.584,2.62543080468624e-45,1.5285788647609853,12228,bradycardia,synthetic_ads1115
147,0.588,6.989626080153228e-45,1.5360923833491347,12288,bradycardia,synthetic_ads1115
148,0.592,1.8525806008302463e-44,1.5224705017316407,12179,bradycardia,synthetic_ads1115
149,0.596,4.888437682947238e-44,1.5297363015958771,12238,bradycardia,synthetic_ads1115
150,0.6,1.284200565200736e-43,1.5242384351390321,12194,bradycardia,synthetic_ads1115
151,0.604,3.358655285918596e-43,1.5319029955828423,12255,bradycardia,synthetic_ads1115
152,0.608,8.745161025592485e-43,1.5309632339831845,12247,bradycardia,synthetic_ads1115
153,0.612,2.2669398191745707e-42,1.5241525635196487,12193,bradycardia,synthetic_ads1115
154,0.616,5.85035168322419e-42,1.5279596138279097,12223,bradycardia,synthetic_ads1115
155,0.62,1.5031203643565686e-41,1.5308047205223063,12246,bradycardia,synthetic_ads1115
156,0.624,3.8448140986337957e-41,1.5348119814923933,12278,bradycardia,synthetic_ads1115
157,0.628,9.790992898963486e-41,1.5334137101098606,12267,bradycardia,synthetic_ads1115
158,0.632,2.4822637639186958e-40,1.5304029955774807,12243,bradycardia,synthetic_ads1115
159,0.636,6.265257451662615e-40,1.5247163327374775,12197,bradycardia,synthetic_ads1115
160,0.64,1.5743443076602747e-39,1.5266990340300663,12213,bradycardia,synthetic_ads1115
161,0.644,3.938495168412385e-39,1.5305151057588446,12244,bradycardia,synthetic_ads1115
162,0.648,9.8091351471647e-39,1.527653240465435,12221,bradycardia,synthetic_ads1115
163,0.652,2.432209170181827e-38,1.519778738631225,12158,bradycardia,synthetic_ads1115
164,0.656,6.004003369328183e-38,1.5293552611188852,12234,bradycardia,synthetic_ads1115
165,0.66,1.47553914432781e-37,1.5283196545110709,12226,bradycardia,synthetic_ads1115
166,0.664,3.610192383541445e-37,1.533511922679211,12268,bradycardia,synthetic_ads1115
167,0.668,8.793864272195135e-37,1.53278510962644,12262,bradycardia,synthetic_ads1115
168,0.672,2.132548775993552e-36,1.5253839362546822,12203,bradycardia,synthetic_ads1115
169,0.676,5.1485862254961216e-36,1.5286131462080943,12229,bradycardia,synthetic_ads1115
170,0.68,1.2375045659928388e-35,1.529606243180876,12236,bradycardia,synthetic_ads1115
171,0.684,2.9612524427600764e-35,1.5359799700990742,12287,bradycardia,synthetic_ads1115
172,0.688,7.054623758772282e-35,1.5311374127162534,12249,bradycardia,synthetic_ads1115
173,0.692,1.6731777679430898e-34,1.523004138642502,12184,bradycardia,synthetic_ads1115
174,0.696,3.950755224144081e-34,1.5290986543958152,12232,bradycardia,synthetic_ads1115
175,0.7,9.287268245479675e-34,1.5287449019429091,12230,bradycardia,synthetic_ads1115
176,0.704,2.1735306050545227e-33,1.5267204808257866,12213,bradycardia,synthetic_ads1115
177,0.708,5.0642334039555765e-33,1.5336554821370902,12269,bradycardia,synthetic_ads1115
178,0.712,1.1747159637287662e-32,1.5261347490479547,12209,bradycardia,synthetic_ads1115
179,0.716,2.712856795412239e-32,1.5353728473364656,12283,bradycardia,synthetic_ads1115
180,0.72,6.237469083346132e-32,1.5323167631229742,12258,bradycardia,synthetic_ads1115
181,0.724,1.4279757314172374e-31,1.5284054586414961,12227,bradycardia,synthetic_ads1115
182,0.728,3.2561830865532176e-31,1.5293084310537117,12234,bradycardia,synthetic_ads1115
183,0.732,7.403618032329182e-31,1.5304481152912712,12243,bradycardia,synthetic_ads1115
184,0.736,1.6843088224501732e-30,1.5225942161141215,12180,bradycardia,synthetic_ads1115
185,0.74,3.874326380562909e-30,1.535386659472823,12283,bradycardia,synthetic_ads1115
186,0.744,9.281205485789684e-30,1.535468395010587,12283,bradycardia,synthetic_ads1115
187,0.748,2.4825060388259632e-29,1.5357869644264122,12286,bradycardia,synthetic_ads1115
188,0.752,8.25477502080117e-29,1.5320771852707737,12256,bradycardia,synthetic_ads1115
189,0.756,3.5988615294299423e-28,1.5213416380643758,12170,bradycardia,synthetic_ads1115
190,0.76,1.9096904175269816e-27,1.5303491618785316,12242,bradycardia,synthetic_ads1115
191,0.764,1.1043819329718066e-26,1.5372291131299438,12297,bradycardia,synthetic_ads1115
192,0.768,6.51091976124681e-26,1.531844691530787,12254,bradycardia,synthetic_ads1115
193,0.772,3.8038119682720367e-25,1.5290764712554552,12232,bradycardia,synthetic_ads1115
194,0.776,2.17902289231383e-24,1.5294312955435567,12235,bradycardia,synthetic_ads1115
195,0.78,1.2193334370855403e-23,1.5383464634648802,12306,bradycardia,synthetic_ads1115
196,0.784,6.655937927988141e-23,1.5326136716730703,12261,bradycardia,synthetic_ads1115
197,0.788,3.542475893180708e-22,1.530758020289025,12246,bradycardia,synthetic_ads1115
198,0.792,1.837958817246445e-21,1.532551054665146,12260,bradycardia,synthetic_ads1115
199,0.796,9.295352404057334e-21,1.5239118448557334,12191,bradycardia,synthetic_ads1115
200,0.8,4.582322094836412e-20,1.529194408716044,12233,bradycardia,synthetic_ads1115
201,0.804,2.2018641079867124e-19,1.5319468648096741,12255,bradycardia,synthetic_ads1115
202,0.808,1.0312851132412948e-18,1.5353016276570188,12282,bradycardia,synthetic_ads1115
203,0.812,4.7081423457547225e-18,1.523198775947082,12185,bradycardia,synthetic_ads1115
204,0.816,2.0950901447354307e-17,1.5336958048890268,12269,bradycardia,synthetic_ads1115
205,0.82,9.087365711178472e-17,1.5288918151798596,12231,bradycardia,synthetic_ads1115
206,0.824,3.841982701567332e-16,1.527744506128337,12222,bradycardia,synthetic_ads1115
207,0.828,1.5832696480330377e-15,1.5250700794903504,12200,bradycardia,synthetic_ads1115
208,0.832,6.359697199034339e-15,1.5249870274980821,12200,bradycardia,synthetic_ads1115
209,0.836,2.490004065870112e-14,1.5312637643343014,12250,bradycardia,synthetic_ads1115
210,0.84,9.502671967936651e-14,1.5299465026958003,12239,bradycardia,synthetic_ads1115
211,0.844,3.534870283892691e-13,1.5366763113604494,12293,bradycardia,synthetic_ads1115
212,0.848,1.2816908595113268e-12,1.5322202248180818,12257,bradycardia,synthetic_ads1115
213,0.852,4.529759602285808e-12,1.531568445755412,12252,bradycardia,synthetic_ads1115
214,0.856,1.5604472165829543e-11,1.526793465223824,12214,bradycardia,synthetic_ads1115
215,0.86,5.239683721227296e-11,1.5314113382476902,12251,bradycardia,synthetic_ads1115
216,0.864,1.7149170730896303e-10,1.5286701808643364,12229,bradycardia,synthetic_ads1115
217,0.868,5.470956183653403e-10,1.533993747508391,12272,bradycardia,synthetic_ads1115
218,0.872,1.7012393143355876e-09,1.531141197777707,12249,bradycardia,synthetic_ads1115
219,0.876,5.1564361619958295e-09,1.5218402910998194,12174,bradycardia,synthetic_ads1115
220,0.88,1.5234069822915012e-08,1.5379623760678922,12303,bradycardia,synthetic_ads1115
221,0.884,4.386966311635451e-08,1.5356332729181212,12285,bradycardia,synthetic_ads1115
222,0.888,1.2313874363948197e-07,1.5294356043653046,12235,bradycardia,synthetic_ads1115
223,0.892,3.369047998610919e-07,1.5222518930858784,12178,bradycardia,synthetic_ads1115
224,0.896,8.984661918304207e-07,1.5239655674346924,12191,bradycardia,synthetic_ads1115
225,0.9,2.335491776602253e-06,1.526166623609558,12209,bradycardia,synthetic_ads1115
226,0.904,5.917482828778737e-06,1.5305254992656825,12244,bradycardia,synthetic_ads1115
227,0.908,1.4614290353629243e-05,1.5273304997991328,12218,bradycardia,synthetic_ads1115
228,0.912,3.5180379339834316e-05,1.5286659303224241,12229,bradycardia,synthetic_ads1115
229,0.916,8.25477738574962e-05,1.5241319346891793,12193,bradycardia,synthetic_ads1115
230,0.92,0.00018879577655584901,1.528615388340048,12229,bradycardia,synthetic_ads1115
231,0.924,0.00042088286486611354,1.5413295961026918,12330,bradycardia,synthetic_ads1115
232,0.928,0.0009145601551725763,1.542794967514256,12342,bradycardia,synthetic_ads1115
233,0.932,0.0019370702413233016,1.5288554091666635,12230,bradycardia,synthetic_ads1115
234,0.936,0.003999083970166009,1.5237776228466962,12190,bradycardia,synthetic_ads1115
235,0.94,0.0080474398368555,1.5293552862598827,12234,bradycardia,synthetic_ads1115
236,0.944,0.01578472482047457,1.5270804173642714,12216,bradycardia,synthetic_ads1115
237,0.948,0.030178548867790415,1.530329221270894,12242,bradycardia,synthetic_ads1115
238,0.952,0.056239538992856726,1.521852076932966,12174,bradycardia,synthetic_ads1115
239,0.956,0.102156783985191,1.5196514262838625,12157,bradycardia,synthetic_ads1115
240,0.96,0.18087341315881453,1.5214445524536928,12171,bradycardia,synthetic_ads1115
241,0.964,0.3121507026478676,1.5336015586846061,12268,bradycardia,synthetic_ads1115
242,0.968,0.5250926762604229,1.531046275320411,12248,bradycardia,synthetic_ads1115
243,0.972,0.8609732659507786,1.5266910844113466,12213,bradycardia,synthetic_ads1115
244,0.976,1.3760221760380245,1.5268846731657335,12215,bradycardia,synthetic_ads1115
245,0.98,2.143597594395557,1.5246122658063312,12197,bradycardia,synthetic_ads1115
246,0.984,3.2549412200306316,1.5311551282866098,12249,bradycardia,synthetic_ads1115
247,0.988,4.817537463686814,1.52845452105509,12227,bradycardia,synthetic_ads1115
248,0.992,6.950068937431762,1.527939861783002,12223,bradycardia,synthetic_ads1115
249,0.996,9.773163972275562,1.5344185677093884,12275,bradycardia,synthetic_ads1115
250,1.0,13.395635434133409,1.5397737029138299,12318,bradycardia,synthetic_ads1115
251,1.004,17.896722951547517,1.5510738939253335,12408,bradycardia,synthetic_ads1115
252,1.008,23.30589426853436,1.5477606226035463,12382,bradycardia,synthetic_ads1115
253,1.012,29.582855344922088,1.55232880475046,12418,bradycardia,synthetic_ads1115
254,1.016,36.60129648717235,1.5544601829439841,12435,bradycardia,synthetic_ads1115
255,1.02,44.140262316995496,1.5624348986849312,12499,bradycardia,synthetic_ads1115
256,1.024,51.886623679331905,1.5859004259235872,12687,bradycardia,synthetic_ads1115
257,1.028,59.45083717887883,1.5893916947056914,12715,bradycardia,synthetic_ads1115
258,1.032,66.39610438318451,1.5850244766741386,12680,bradycardia,synthetic_ads1115
259,1.036,72.27852556382956,1.589892384186388,12719,bradycardia,synthetic_ads1115
260,1.04,76.6934070691784,1.6017210450270785,12813,bradycardia,synthetic_ads1115
261,1.044,79.32112035488299,1.6049649833662407,12839,bradycardia,synthetic_ads1115
262,1.048,79.96532544711843,1.6122908006728578,12898,bradycardia,synthetic_ads1115
263,1.052,78.5772163885684,1.5940816921732313,12752,bradycardia,synthetic_ads1115
264,1.056,75.26163204904387,1.5947326177517283,12757,bradycardia,synthetic_ads1115
265,1.06,70.26397011592476,1.5899833426978591,12719,bradycardia,synthetic_ads1115
266,1.064,63.940171915771586,1.5903130317507592,12722,bradycardia,synthetic_ads1115
267,1.068,56.714874523823816,1.5765831249170161,12612,bradycardia,synthetic_ads1115
268,1.072,49.03455214151237,1.5669966995411329,12536,bradycardia,synthetic_ads1115
269,1.076,41.322778192318175,1.5586391472185124,12469,bradycardia,synthetic_ads1115
270,1.08,33.943675990620015,1.5571954984164065,12457,bradycardia,synthetic_ads1115
271,1.084,27.17754960859132,1.5549106065079483,12439,bradycardia,synthetic_ads1115
272,1.088,21.21015222838431,1.5469383259993634,12375,bradycardia,synthetic_ads1115
273,1.092,16.134642303052235,1.5421648483579284,12337,bradycardia,synthetic_ads1115
274,1.096,11.963464722027378,1.5356385973487852,12285,bradycardia,synthetic_ads1115
275,1.1,8.646427344123124,1.5300410598429552,12240,bradycardia,synthetic_ads1115
276,1.104,6.091139530608688,1.5321851324426825,12257,bradycardia,synthetic_ads1115
277,1.108,4.182564166050676,1.524882229695948,12199,bradycardia,synthetic_ads1115
278,1.112,2.79942660693361,1.5260750233733102,12208,bradycardia,synthetic_ads1115
279,1.116,1.8263265704342835,1.520905405321572,12167,bradycardia,synthetic_ads1115
280,1.12,1.1613732117446616,1.5151082319161773,12120,bradycardia,synthetic_ads1115
281,1.124,0.7198665655881507,1.5328154902431268,12262,bradycardia,synthetic_ads1115
282,1.128,0.434936791224281,1.5279835278160947,12223,bradycardia,synthetic_ads1115
283,1.132,0.256160728575721,1.5126785088040706,12101,bradycardia,synthetic_ads1115
284,1.136,0.14708192859650882,1.516111257296657,12129,bradycardia,synthetic_ads1115
285,1.14,0.0823559974191117,1.5203208718059558,12162,bradycardia,synthetic_ads1115
286,1.144,0.045006131117295727,1.5187479331486518,12150,bradycardia,synthetic_ads1115
287,1.148,0.024058359993585812,1.5177105004862586,12141,bradycardia,synthetic_ads1115
288,1.152,0.012661150131818951,1.5145230391556646,12116,bradycardia,synthetic_ads1115
289,1.156,0.006691280221917579,1.516024003896145,12128,bradycardia,synthetic_ads1115
290,1.16,0.003825346514785466,1.521735582979291,12174,bradycardia,synthetic_ads1115
291,1.164,0.0032016293100210268,1.5333512746912077,12266,bradycardia,synthetic_ads1115
292,1.168,0.006344996448635241,1.519260492159377,12154,bradycardia,synthetic_ads1115
293,1.172,0.020736251719626078,1.5199600719352715,12159,bradycardia,synthetic_ads1115
294,1.176,0.06307802210963732,1.5160682035462862,12128,bradycardia,synthetic_ads1115
295,1.18,0.13057917749932516,1.5188882981579463,12151,bradycardia,synthetic_ads1115
296,1.184,0.051158737035044595,1.5202851962058945,12162,bradycardia,synthetic_ads1115
297,1.188,-0.7666972024193545,1.5121943847069823,12097,bradycardia,synthetic_ads1115
298,1.192,-2.862735974883361,1.5080383589590698,12064,bradycardia,synthetic_ads1115
299,1.196,-3.5227968823381413,1.5123260045354041,12098,bradycardia,synthetic_ads1115
300,1.2,9.497274272552115,1.5336279088685856,12269,bradycardia,synthetic_ads1115
301,1.204,60.71703103949925,1.5844029925967937,12675,bradycardia,synthetic_ads1115
302,1.208,176.11287661664474,1.6991188251693088,13593,bradycardia,synthetic_ads1115
303,1.212,361.35698513731785,1.8735872447247615,14988,bradycardia,synthetic_ads1115
304,1.216,588.3437490539634,2.106558529072489,16852,bradycardia,synthetic_ads1115
305,1.22,803.2893130312622,2.326308933094012,18610,bradycardia,synthetic_ads1115
306,1.224,948.5039975775879,2.4724141588414232,19779,bradycardia,synthetic_ads1115
307,1.228,983.1619935105027,2.503252943785139,20025,bradycardia,synthetic_ads1115
308,1.232,896.13498185743,2.4088313241376786,19270,bradycardia,synthetic_ads1115
309,1.236,708.6066251133966,2.227262146625882,17818,bradycardia,synthetic_ads1115
310,1.24,465.86378703522047,1.9844295878356895,15875,bradycardia,synthetic_ads1115
311,1.244,222.04344979371993,1.7415600653073473,13932,bradycardia,synthetic_ads1115
312,1.248,24.18870368609871,1.5410324516764948,12328,bradycardia,synthetic_ads1115
